Région,Délegation,Commune,Nom établissement,Catégorie
Marrakech-Safi,Rehamena,Jbilate,Jbilate,Centre de Santé Rural niveau 1
Marrakech-Safi,Rehamena,Ben Guerir (Mun.),Benguerir,Centre de Référence en Santé de Reproduction
Marrakech-Safi,Safi,Lamsabih,Lamsabih,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,El Gouraani,El Gourani,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Sidi Aissa,sidi Aissa,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Lamrasla,Lamrasla,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Sidi Ettiji,Sidi Ettijji,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Labo. Epidemiologique,Laboratoire de Santé Publique
Marrakech-Safi,Safi,Lahdar,Lahdar,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Labkhati,labkhati,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Azib Darai,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Jrifat,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Oukba Ibnou Nafia,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Sfa,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Medina,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Anass,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Sidi Ouassel,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Kawki,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Kolea,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Zin El Aabidine,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Aviation (Al Matar),Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Biyada,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Sidi Abdelkrim,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Sidi Bouzid,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Kariat Chems,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Ibn Rochd,Centre de Santé Urbain niveau 1
Marrakech-Safi,Safi,Jamaat Shaim (Mun.),Jamaat Shaim,Centre de Santé Urbain niveau 2
Marrakech-Safi,Safi,Sebt Gzoula (Mun.),Sebt Gzoula,Centre de Santé Urbain niveau 2
Marrakech-Safi,Safi,El Ghiate,El Ghiate,Centre de Santé Rural niveau 2
Marrakech-Safi,Safi,El Ghiate,Od AISSA,Dispensaire Rural
Marrakech-Safi,Safi,Khatazakane,Khatazakane,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Ouled Salmane,Od SALMAN (SIDI SAID),Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Laamamra,Bouderaa,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Laamamra,Laghouizate,Dispensaire Rural
Marrakech-Safi,Safi,Nagga,Mostafa Zargui,Centre de Santé Rural niveau 2
Marrakech-Safi,Safi,Atouabet,Dar Lamine,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Atouabet,Atouabet,Dispensaire Rural
Marrakech-Safi,Safi,Lamaachate,Souiria Kdima,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Lamaachate,Hall Louad,Dispensaire Rural
Marrakech-Safi,Safi,Dar Si Aissa,Dar El Caid,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Saadla,Loulad,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Hrara,Hrara,Centre de Santé Rural niveau 2
Marrakech-Safi,Safi,Moul El Bergui,Moul El Bergui,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,El Beddouza,El Beddouza,Centre de Santé Rural niveau 2
Marrakech-Safi,Safi,Ayir,Laakarta,Centre de Santé Rural niveau 1
Marrakech-Safi,Safi,Safi (Mun.),Centre De Reference,Centre de Référence en Santé de Reproduction
Marrakech-Safi,Safi,Safi (Mun.),C.Diagnostic Tuberculose,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Marrakech-Safi,Safi,Bouguedra,Bouguedra,Centre de Santé Rural niveau 2
Marrakech-Safi,Safi,Chahda,Chahda,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Youssoufia (Mun.),Youssoufia,Centre de Santé Urbain niveau 1
Marrakech-Safi,Youssoufia,Youssoufia (Mun.),Raya,Centre de Santé Urbain niveau 1
Marrakech-Safi,Youssoufia,Youssoufia (Mun.),Essalam,Centre de Santé Urbain niveau 1
Marrakech-Safi,Youssoufia,Echemmaia (Mun.),Echemmaia,Centre de Santé Urbain niveau 2
Marrakech-Safi,Youssoufia,Ighoud,Ighoud,Centre de Santé Rural niveau 2
Marrakech-Safi,Youssoufia,Jdour,Jdour,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Jnane Bouih,Jnane Bouih,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Sidi Chiker,Sidi Chiker,Centre de Santé Rural niveau 2
Marrakech-Safi,Youssoufia,Sidi Chiker,Msabih Talaa,Dispensaire Rural
Marrakech-Safi,Youssoufia,Esbiaat,Fouraa,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Esbiaat,ZAOUIT BOUTAYEB,Dispensaire Rural
Marrakech-Safi,Youssoufia,El Gantour,Sidi Ahmed,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Lakhoualqa,Lakhoualqa,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Ras El Ain,Ras El Ain,Centre de Santé Rural niveau 2
Marrakech-Safi,Youssoufia,Ras El Ain,Labdadgha,Dispensaire Rural
Marrakech-Safi,Youssoufia,Atiamim,Atiamim,Centre de Santé Rural niveau 1
Marrakech-Safi,Youssoufia,Lakhoualqa,Louihate,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Ifegh,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Amellagou,Amellagou,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Amellagou,Agoudim,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Ferkla El Oulia,Asrir,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Ferkla Es-soufla,Ketaa El Oued,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Ferkla Es-soufla,Tizougaghine,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Gheris El Ouloui,Ait Ihya Ou Atmane,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Gheris Es-soufli,Ouakka,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Gheris Es-soufli,Tilouine,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Tadighoust,Tadighoust,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Melaab,Melaab,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Melaab,Touroug,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Melaab,Igli,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Centre de Référence,Centre de Référence en Santé de Reproduction
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Abderrahmane Sahraoui,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Abderrahmane Sahraoui,Laboratoire de Santé Publique
Drâa-Tafilalet,Errachidia,Jorf (Mun.),Jorf,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Errachidia,Moulay Ali Cherif (Mun.),Sijilmassa (Kakou Hammou Dada),Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Errachidia,Moulay Ali Cherif (Mun.),Moulaye Ali Cherif,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Tinejdad (Mun.),Amraoui Brahim,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,oulad maatallah(ouald bhar),Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,Maadid,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Es-sifa,Es-Sifa,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Aarab Sebbah Gheris,Hannabou,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Fezna,Fezna,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Aoufous,Aoufous,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Aoufous,Zaouit Amelkis,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Aoufous,Oulad Chaker,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Er-rteb,Zaouia Jdida,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Er-rteb,Zrigate,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Er-rteb,Douira,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Bni Moussi (Chorfa M'daghra),Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Meski,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Ksar Jdid (Kasba),Dispensaire Rural
Drâa-Tafilalet,Errachidia,Lkheng,Lkheng,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Lkheng,Ait Atmane,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Oued Naam,Sahli,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Oued Naam,Tazougarte,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Oued Naam,Bni Ouziem,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,El Mansouria,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,Ouled Abdelhalim,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,El Ghorfa,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,Jbil,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Er-rissani,Mezguida,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Es-sfalat,Es-Falat,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Et-taous,Merzouga,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Et-taous,Et-Taouz,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Sidi Ali,Sidi Ali(Tafraoute),Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Aghbalou N'kerdous,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Igoudmane,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Arfoud (Mun.),Hassan Eddakhil,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Boudnib (Mun.),Boudnib,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Abderrahmane Sahraoui,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Med Zerktouni,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Mustapha Maani,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Allal Ben Abdellah,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Oulad Bounaji (Ouled Lhaj),Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),El Qods,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Goulmima (Mun.),Guoulmima,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Errachidia,Et-taous,Hassi Labyed,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,Oulad Zahra,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Taoudaate,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Tadighoust,Amsed,Dispensaire Rural
Drâa-Tafilalet,Errachidia,Es-sfalat,Tingrasse,Dispensaire Rural
Drâa-Tafilalet,Midelt,Midelt (Mun.),Hassan II,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Midelt,Midelt (Mun.),Souk El Had,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Midelt,Er-rich (Mun.),Er-Rich,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Midelt,Er-rich (Mun.),Tahmidante,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Kerrandou,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Tazmamarte,Dispensaire Rural
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Ait Attou,Dispensaire Rural
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Ait Khoujmane,Dispensaire Rural
Drâa-Tafilalet,Midelt,En-nzala,En-Nzala,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,M'Zizel,M'zizel,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,M'Zizel,Ait Moussa Ou Ali,Dispensaire Rural
Drâa-Tafilalet,Midelt,Sidi Aayad,Tillichte,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Zaouiat Sidi Hamza,Zaouiat S.Hamza,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Guir,Toulal,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Gourrama,Gourrama,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Gourrama,Tit N'Ali,Dispensaire Rural
Drâa-Tafilalet,Midelt,Ait Yahya,Tazarine (A.Hatab),Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Ait Yahya,Tisraouline,Dispensaire Rural
Drâa-Tafilalet,Midelt,Amouguer,Amouguer,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Amouguer,Ait Yaacoub,Dispensaire Rural
Drâa-Tafilalet,Midelt,Imilchil,Imilchil,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Imilchil,Ait Abdi,Dispensaire Rural
Drâa-Tafilalet,Midelt,Imilchil,Tilmi,Dispensaire Rural
Drâa-Tafilalet,Midelt,Bou Azmou,Bou-Azmou,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Bou Azmou,Agdal,Dispensaire Rural
Drâa-Tafilalet,Midelt,Outerbat,Outerbat,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Anemzi,Anemzi,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Anemzi,Tirghiste,Dispensaire Rural
Drâa-Tafilalet,Midelt,Anemzi,Anfgou,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Agoudim,Agoudim,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Agoudim,Lougagh,Dispensaire Rural
Drâa-Tafilalet,Midelt,Ait Izdeg,Ait Izdeg,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Ait Ayach,Ait Oumghar,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Mibladen,Mibladen,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Mibladen,Taghazoute,Dispensaire Rural
Drâa-Tafilalet,Midelt,Amersid,Amersid,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Amersid,Bouayach,Dispensaire Rural
Drâa-Tafilalet,Midelt,Amersid,Zebzate,Dispensaire Rural
Drâa-Tafilalet,Midelt,Amersid,Bertate,Dispensaire Rural
Drâa-Tafilalet,Midelt,Tanourdi,Tanourdi,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Tizi N'Ghachou,Tizi N'ghachou,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Boumia (Mun),Boumia,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Midelt,Aghbalou,Aghbalou,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Aghbalou,Ait Ouahi Ou Hakki,Dispensaire Rural
Drâa-Tafilalet,Midelt,Ait Ben Yacoub,Tamayouste,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Itzer,Itzer,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Sidi Yahya Ou Youssef,Bouadel,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Midelt,Sidi Yahya Ou Youssef,Tikajiouine,Dispensaire Rural
Drâa-Tafilalet,Midelt,Tounfite,Tounfite,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Zaida,Zaida,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Midelt,Zaida,Ait Mouly,Dispensaire Rural
Drâa-Tafilalet,Midelt,Tounfite,Ait Lahri,Dispensaire Rural
Drâa-Tafilalet,Midelt,Outerbat,Ait Yahya Ousghir,Dispensaire Rural
Drâa-Tafilalet,Midelt,Boumia (Mun),Boulbzouz,Dispensaire Rural
Drâa-Tafilalet,Midelt,Ait Ayach,Sidi Boumoussa,Dispensaire Rural
Drâa-Tafilalet,Midelt,Gourrama,Almou Abouri,Dispensaire Rural
Drâa-Tafilalet,Midelt,Guir,Baknou,Dispensaire Rural
Drâa-Tafilalet,Midelt,Ait Ben Yacoub,Al Khoukhate,Dispensaire Rural
Drâa-Tafilalet,Midelt,Agoudim,TAARAAT,Dispensaire Rural
Drâa-Tafilalet,Midelt,Anemzi,AIT MARZOUG,Dispensaire Rural
Drâa-Tafilalet,Midelt,En-nzala,Ait Laabass,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Tassoumaate,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Douar Chems,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Sidi Daoud,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Ouarzazate,Taznakht (Mun.),Taznakht,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Ouarzazate,Ait Zineb,Timedline,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Ait Zineb,Tikirte,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ait Zineb,Ait Benhaddou,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Amerzgane,Amerzgane,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Khouzama,Tachoukchte,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Khouzama,Anmid,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Siroua,Anzal,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Siroua,Tamelloukte,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Ighrem,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Agouim,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Tisselday,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Tamstinte,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Tidli,Sour,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Tidli,Tamaste,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Iznaguen,Souk Asdif,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Iznaguen,Asdif,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Iznaguen,Tamaarofte,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ouisselsate,Timjichte,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Ouisselsate,Taouinkhte,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ouisselsate,Zaouit Sidi Blal,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Siroua,N'kob,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Telouet,Telouet,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Telouet,Anmiter,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Tarmigt,Tarmigte,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Tarmigt,Telmasla,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ghassate,Ghassate,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Ghassate,Imi-N-Ouassif,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Bourmane,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Imi N'oulaoune,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Toundoute,Toundoute,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Toundoute,Targa,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Idelsane,Idelsane,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Skoura,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Imassine,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Od SLIMANE,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Hbabza,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Bougafer,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Bougafer,Laboratoire de Santé Publique
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Ouarzazate,Centre de Référence en Santé de Reproduction
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Assaka Kantoula,Dispensaire Rural
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Ait Kdif,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Amzri,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Medri,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Tinghir (Mun.),Tinghir,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Tinghir,Boumalne Dades (Mun.),Boumalne,Centre de Santé Urbain niveau 2
Drâa-Tafilalet,Tinghir,Boumalne Dades (Mun.),Boumalne,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Tinghir,Kalaat M'Gouna (Mun.),El Kelaa,Centre de Santé Urbain niveau 1
Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,Ait Hmad,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,Boutaghrar,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,Ouzighimte,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Ait Sedrate JbelEL Soufla,Ait Idir,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Ait Sedrate JbelEl Oulia,Ait Hammou Osaid (Tizguine),Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ait Youl,Ait Youl,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ikniouen,Ikniouen,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Ikniouen,Igherm Amzdar,Dispensaire Rural
Drâa-Tafilalet,Tinghir,M'Semrir,M'semrir,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,M'Semrir,Oussikiss,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Tilmi,Tilmi,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Tilmi,Ait Merghad,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Ait Sedrate Sahl Charkia,Tassouite,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ait Sedrate Sahl El Gharbia,A.Tazarine,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ait Ouassif,Azrou,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Souk Lakhmis Dades,Khmis,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Souk Lakhmis Dades,Sarghine,Dispensaire Rural
Drâa-Tafilalet,Tinghir,M'Ssici,M'ssici,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,M'Ssici,Fzou,Dispensaire Rural
Drâa-Tafilalet,Tinghir,H'Ssyia,Ait Saadane,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,H'Ssyia,Oumjrane,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Alnif,Alnif,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Alnif,Ammar,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Alnif,Timarzite,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Alnif,Ait Zegane,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Alnif,Azekor,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Taghzoute N'Ait Atta,Taghzoute,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Ait El Farsi,Ait El Farsi,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Toudgha Essoufla,Ait Iala,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Imider,Imider,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ouaklim,Ouaklim,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Toudgha El Oulia,Tizgui,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Tinghir,Ait Hani,Ait Hani,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Ait Hani,Tamtitoucht,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Assoul,Assoul,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Tinghir,Assoul,Tana,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Assoul,Agouray,Dispensaire Rural
Drâa-Tafilalet,Tinghir,Assoul,Tirga,Dispensaire Rural
Drâa-Tafilalet,Zagora,Oulad Yahia Lagraire,Od SLIMANE,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Zagora,Tamezmoute,Tamezmoute,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Zagora,Afella N'Dra,Taghrote,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Zagora,Mezguita,Tamnougalte,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Zagora,Tansifte,Tasla,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Zagora,Tansifte,Tassergate,Dispensaire Rural
Drâa-Tafilalet,Zagora,Ait Boudaoud,Amrad,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Zagora,Taghbalte,Taghbalte,Centre de Santé Rural niveau 1
Drâa-Tafilalet,Zagora,Tazarine,Tazarine,Centre de Santé Rural niveau 2
Drâa-Tafilalet,Zagora,M'Hamid El Ghizlane,M'hamid,Centre de Santé Rural niveau 2
