Province,Commune,Nom Etab,Categorie,Nom Complet
Settat,Ras El Ain Chaouia,Ras El Ain,CSCA,Centre de santé communal avec module d'accouchement
Settat,Ben Ahmed,Ben Ahmed,CSU,Centre de santé urbain
Settat,Loulad,Tlet Loulad,CSUA,Centre de santé urbain avec module d'accouchement
Settat,Oulad M'rah,Sidi Hajjaj,CSUA,Centre de santé urbain avec module d'accouchement
Settat,Sidi El Aidi,Sidi El Aidi,CSCA,Centre de santé communal avec module d'accouchement
Settat,Sidi El Aidi,Lourarka,DR,Dispensaire Rural
Settat,Bni Yagrine,Bni Yagrine,CSC,Centre de santé communal
Settat,Guisser,Guisser,CSCA,Centre de santé communal avec module d'accouchement
Settat,Rima,Rima,CSC,Centre de santé communal
Settat,Rima,Gnazra,DR,Dispensaire Rural
Settat,Oulad Sghir,Oulad Sghir,CSC,Centre de santé communal
Settat,Machraa Ben Abbou,Mechraa B. Abbou,CSC,Centre de santé communal
Settat,Machraa Ben Abbou,Souakka,DR,Dispensaire Rural
Settat,Sidi Mohammed  Ben Rahal,Od BOUZIRI,CSCA,Centre de santé communal avec module d'accouchement
Settat,Toualet,Tnine Toualet,CSC,Centre de santé communal
Settat,Toualet,Mellita,DR,Dispensaire Rural
Settat,Mzoura,Mzoura,CSC,Centre de santé communal
Settat,Mzoura,Haddada,DR,Dispensaire Rural
Settat,Khemisset Chaouia,Khemisset,CSC,Centre de santé communal
Settat,Khemisset Chaouia,Zmamra,DR,Dispensaire Rural
Settat,Gdana,Gdana,CSC,Centre de santé communal
Settat,Oulad Said,Oulad Said,CSCA,Centre de santé communal avec module d'accouchement
Settat,Lahouaza,Lahouaza,CSC,Centre de santé communal
Settat,Settat,El Kassam,CSU,Centre de santé urbain
Settat,Meskoura,Ouled Hammou,DR,Dispensaire Rural
Settat,Dar Chaffai,Od. SI MASSAOUD,DR,Dispensaire Rural
Settat,N'khila,N'khila,CSC,Centre de santé communal
Settat,Sidi Hajjaj,Ouled  Hajjaj,CSC,Centre de santé communal
Sidi Bennour,Oulad Si Bouhya,Oulad Si Bouhya,CSC,Centre de santé communal
Sidi Bennour,Zemamra,Hay Mohammadi,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Bennour,Zemamra,Essalam,CSU,Centre de santé urbain
Sidi Bennour,Loualidia,Loualidia,CSCA,Centre de santé communal avec module d'accouchement
Sidi Bennour,Lgharbia,Lgharbia,CSC,Centre de santé communal
Sidi Bennour,Oulad Sbaita,Oulad Sbaita,CSC,Centre de santé communal
Sidi Bennour,Laghnadra,Lghnadra,CSC,Centre de santé communal
Sidi Bennour,Saniat Berguig,Saniat Berguig,CSC,Centre de santé communal
Sidi Bennour,Lmechrek,Riouni,CSC,Centre de santé communal
Sidi Bennour,Lmechrek,El Machrak,DR,Dispensaire Rural
Sidi Bennour,Oulad Si Bouhya,Laatamna,DR,Dispensaire Rural
Sidi Bennour,Laamria,Laamria,CSC,Centre de santé communal
Sidi Bennour,Bni Hilal,Bni Hilal,CSCA,Centre de santé communal avec module d'accouchement
Sidi Bennour,Bni Tsiriss,Bni Tsiriss,CSC,Centre de santé communal
Sidi Bennour,Laaounate,Laaounate,CSCA,Centre de santé communal avec module d'accouchement
Sidi Bennour,Oulad Boussaken,Od Boussaken(Od Nacer),CSC,Centre de santé communal
Sidi Bennour,Khmis Ksiba,Ksiba,CSC,Centre de santé communal
Sidi Bennour,Metrane,Metrane,CSC,Centre de santé communal
Sidi Bennour,Kridid,Kridid,CSC,Centre de santé communal
Sidi Bennour,Laagagcha,Laagagcha,CSC,Centre de santé communal
Sidi Bennour,Koudiat Bni Dghough,Koudiat B.Dghough,CSC,Centre de santé communal
Sidi Bennour,Tamda,Tamda(S.Abdellah),CSC,Centre de santé communal
Sidi Bennour,Oulad Amrane,Oulad Amrane,CSCA,Centre de santé communal avec module d'accouchement
Sidi Bennour,Laatatra,Laatatra,CSC,Centre de santé communal
Sidi Bennour,Jabria,Jabria,CSC,Centre de santé communal
Sidi Bennour,M'tal,Mtal,CSC,Centre de santé communal
Sidi Bennour,Bouhmame,Bouhmame,CSC,Centre de santé communal
Sidi Bennour,Sidi Bennour,Sidi Bennour,CSU,Centre de santé urbain
Sidi Ifni,Sidi Ifni,Sidi Ifni,CSU,Centre de santé urbain
Sidi Ifni,Sidi Ifni,Lalla Meriem,CSU,Centre de santé urbain
Sidi Ifni,Lakhsas,Lakhsas,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Ifni,Mesti,Mesti,CSCA,Centre de santé communal avec module d'accouchement
Sidi Ifni,Sbouya,Sbouya,CSC,Centre de santé communal
Sidi Ifni,Sbouya,Aoudinte,DR,Dispensaire Rural
Sidi Ifni,Imi N'fast,Imi N'fast,CSC,Centre de santé communal
Sidi Ifni,Imi N'fast,Dfailia,DR,Dispensaire Rural
Sidi Ifni,Tnine Amellou,Amellou,CSC,Centre de santé communal
Sidi Ifni,Tnine Amellou,Allalene,DR,Dispensaire Rural
Sidi Ifni,Tangarfa,Tangarfa,CSC,Centre de santé communal
Sidi Ifni,Arbaa Ait Abdellah,Ait Abdellah,CSC,Centre de santé communal
Sidi Ifni,Tioughza,Tiougza   ,CSC,Centre de santé communal
Sidi Ifni,Tioughza,Bifourna,DR,Dispensaire Rural
Sidi Ifni,Mirleft,Mirleft,CSCA,Centre de santé communal avec module d'accouchement
Sidi Ifni,Mirleft,Aguendou,DR,Dispensaire Rural
Sidi Ifni,Sidi M'bark,Sidi M'barek,CSC,Centre de santé communal
Sidi Ifni,Sidi H'saine Ou Ali,Mirghte,CSC,Centre de santé communal
Sidi Ifni,Ait Erkha,Ait Erkha,CSCA,Centre de santé communal avec module d'accouchement
Sidi Ifni,Sidi Abdallah  Ou Belaid,Id Ouali,CSC,Centre de santé communal
Sidi Ifni,Sidi Abdallah  Ou Belaid,Idouarehmane,DR,Dispensaire Rural
Sidi Ifni,Boutrouch,Ait Moussa,CSC,Centre de santé communal
Sidi Ifni,Ibdar,Ibder,CSC,Centre de santé communal
Sidi Ifni,Ibdar,Taghloulou,DR,Dispensaire Rural
Sidi Ifni,Ibdar,Inkerne,DR,Dispensaire Rural
Sidi Ifni,Tighirt,Tighirt,CSCA,Centre de santé communal avec module d'accouchement
Sidi Ifni,Sebt Ennabour,Tajjajte,CSC,Centre de santé communal
Sidi Ifni,Sebt Ennabour,Ait Kermoune,DR,Dispensaire Rural
Sidi Ifni,Anfeg,Anfeg,CSC,Centre de santé communal
Sidi Ifni,Anfeg,Tilioua,DR,Dispensaire Rural
Sidi Ifni,Anfeg,Agadir Izri,DR,Dispensaire Rural
Sidi Kacem,Sidi-Kacem,Sidi Kacem,CSU,Centre de santé urbain
Sidi Kacem,Sidi-Kacem,Sahraoua,CSU,Centre de santé urbain
Sidi Kacem,Sidi-Kacem,Zaouia,CSU,Centre de santé urbain
Sidi Kacem,Sidi-Kacem,Sidi Kacem,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Sidi Kacem,Sidi-Kacem,Sidi Kacem,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Sidi Kacem,Mechra Bel Ksiri,Mechraa Bel Ksiri,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Kacem,Had Kourt,Had Kourt,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Kacem,Jorf El Melha,Jorf El Melha,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Kacem,Dar Gueddari,Dar Gueddari,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Kacem,Bni Oual,Rhamna Sedra,CSC,Centre de santé communal
Sidi Kacem,Ain Dfali,Ain Dfali,CSCA,Centre de santé communal avec module d'accouchement
Sidi Kacem,Moulay Abdelkader,El Ayach,CSC,Centre de santé communal
Sidi Kacem,Moulay Abdelkader,Zougara,DR,Dispensaire Rural
Sidi Kacem,Sidi Azzouz,Azib Cherradi,CSC,Centre de santé communal
Sidi Kacem,Sidi Ahmed Benaissa,Roua,CSC,Centre de santé communal
Sidi Kacem,Sidi Ameur Al Hadi,S.Ameur Al Hadi,CSCA,Centre de santé communal avec module d'accouchement
Sidi Kacem,Lamrabih,Lamrabih,CSC,Centre de santé communal
Sidi Kacem,Sidi M'hamed Chelh,S.M'hamed Chelh,CSC,Centre de santé communal
Sidi Kacem,Oulad Nouel,Oulad Nouel,CSC,Centre de santé communal
Sidi Kacem,Taoughilt,Taoughilt,CSC,Centre de santé communal
Sidi Kacem,Khnichet,Khnichet,CSCA,Centre de santé communal avec module d'accouchement
Sidi Kacem,Nouirate,Nouirate,CSC,Centre de santé communal
Sidi Kacem,Nouirate,S. Kacem Harrouch,DR,Dispensaire Rural
Sidi Kacem,Sidi Al Kamel,Sidi Al Kamel (Kratt),CSCA,Centre de santé communal avec module d'accouchement
Sidi Kacem,Ermilate,Oulad Soltane,CSC,Centre de santé communal
Sidi Kacem,Al Haouafate,Al Haouafate,CSCA,Centre de santé communal avec module d'accouchement
Sidi Kacem,Sefsaf,Sefsaf,CSC,Centre de santé communal
Sidi Kacem,Dar Laaslouji,Oulad Moussa,CSC,Centre de santé communal
Sidi Kacem,Bab Tiouka,Bab Tiouka,CSC,Centre de santé communal
Sidi Kacem,Zirara,Zirara,CSC,Centre de santé communal
Sidi Kacem,Zaggota,Zaggota,CSCA,Centre de santé communal avec module d'accouchement
Sidi Kacem,Selfat,Azib Nihi,CSC,Centre de santé communal
Sidi Kacem,Tekna,Tekna,CSC,Centre de santé communal
Sidi Kacem,Bir Taleb,Bir Taleb,CSC,Centre de santé communal
Sidi Kacem,Chbanate,Chbanate,CSC,Centre de santé communal
Sidi Kacem,Ain Dfali,Chaouia Bir,DR,Dispensaire Rural
Sidi Kacem,Sidi Al Kamel,Souassiyine,DR,Dispensaire Rural
Sidi Kacem,Lamrabih,Zhayrine,DR,Dispensaire Rural
Sidi Kacem,Sidi-Kacem,El yassmine,CSU,Centre de santé urbain
Sidi Slimane,Sidi Yahya El Gharb,Sidi Yahia,CSUA,Centre de santé urbain avec module d'accouchement
Sidi Slimane,Oulad Ben Hammadi,Ouled Boutabet,CSC,Centre de santé communal
Sidi Slimane,Boumaiz,Od S. ABDELGHAYATI  (ZIAINA),CSC,Centre de santé communal
Sidi Slimane,Sfafaa,Mradsa,CSC,Centre de santé communal
Sidi Slimane,Kceibya,Ouled Hannoune,CSCA,Centre de santé communal avec module d'accouchement
Sidi Slimane,Kceibya,Chibane Od Bouazza,DR,Dispensaire Rural
Sidi Slimane,Kceibya,Lalla Itto,DR,Dispensaire Rural
Sidi Slimane,Kceibya,Chraouata,DR,Dispensaire Rural
Sidi Slimane,Kceibya,Touirssa,DR,Dispensaire Rural
Sidi Slimane,Kceibya,Bouftetane,DR,Dispensaire Rural
Sidi Slimane,Azghar,Lahouarta,CSC,Centre de santé communal
Sidi Slimane,Azghar,Mokhtar,DR,Dispensaire Rural
Sidi Slimane,Dar Bel Amri,Dar Bel Amri,CSCA,Centre de santé communal avec module d'accouchement
Sidi Slimane,Dar Bel Amri,Gnafda,DR,Dispensaire Rural
Sidi Slimane,Dar Bel Amri,Fajar,DR,Dispensaire Rural
Sidi Slimane,M'saada,Baggara,CSC,Centre de santé communal
Sidi Slimane,Oulad H'cine,Laabyat,CSC,Centre de santé communal
Sidi Slimane,Oulad H'cine,Sidi Abdelaasiz,DR,Dispensaire Rural
Sidi Slimane,Sidi Slimane,Ghomariyine,CSU,Centre de santé urbain
Sidi Slimane,Sidi Slimane,Ouled El Ghazi,CSU,Centre de santé urbain
Sidi Slimane,Sidi Slimane,Moukaouama *,CSU,Centre de santé urbain
Sidi Slimane,Sidi Slimane,Hay Salam,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Ennasr,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Temara Centre,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Ftah El Kheir,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Al Massira I,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Al Massira Ii,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Ouled Bennacer (Masrour),CSU,Centre de santé urbain
Skhirate-Temara,Harhoura,Harhoura,CSU,Centre de santé urbain
Skhirate-Temara,Skhirate,Skhirat,CSUA,Centre de santé urbain avec module d'accouchement
Skhirate-Temara,Skhirate,Skhirat Ii,CSU,Centre de santé urbain
Skhirate-Temara,Ain El Aouda,Ain El Aouda,CSUA,Centre de santé urbain avec module d'accouchement
Skhirate-Temara,Mers El Kheir,Mers El Kheir,CSCA,Centre de santé communal avec module d'accouchement
Skhirate-Temara,Ain Attig,Ain Attig,CSU,Centre de santé urbain
Skhirate-Temara,Sabbah,Sebbah,CSCA,Centre de santé communal avec module d'accouchement
Skhirate-Temara,El Menzeh,El Menzeh,CSC,Centre de santé communal
Skhirate-Temara,Oumazza,Oumazza,CSC,Centre de santé communal
Skhirate-Temara,Sidi Yahya Zaer,Sidi Yahya Zaers,CSCA,Centre de santé communal avec module d'accouchement
Skhirate-Temara,Temara,Maamoura,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Skhirate-Temara,Ain El Aouda,Ouled Zaers,CSU,Centre de santé urbain
Skhirate-Temara,Temara,Guich,CSU,Centre de santé urbain
Tan Tan,Tan Tan,Q.Administratif,CSU,Centre de santé urbain
Tan Tan,Tan Tan,Ain Errahma,CSU,Centre de santé urbain
Tan Tan,Tan Tan,Bir Anzerane,CSU,Centre de santé urbain
Tan Tan,Tan Tan,20 Aout,CSU,Centre de santé urbain
Tan Tan,El Ouatia,Tan-Tan Plage,CSU,Centre de santé urbain
Tan Tan,Ben Khlil,Ben Khlil,CSCA,Centre de santé communal avec module d'accouchement
Tan Tan,Chbika,Chbika,CSC,Centre de santé communal
Tan Tan,Abteh,Abteh,CSC,Centre de santé communal
Tan Tan,Msied,Msied,CSC,Centre de santé communal
Tan Tan,Tilemzoun,Tilemzoun,CSCA,Centre de santé communal avec module d'accouchement
Tanger Assilah,Tanger-Medina (Ar),Jules Cot,CSU,Centre de santé urbain
Tanger Assilah,Tanger-Medina (Ar),Dradeb,CSU,Centre de santé urbain
Tanger Assilah,Tanger-Medina (Ar),Val Fleury,CSU,Centre de santé urbain
Tanger Assilah,Charf-Mghogha (Ar),Mozart,CSU,Centre de santé urbain
Tanger Assilah,Tanger-Medina (Ar),C. Diagnostic Tuberculose,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Tanger Assilah,Charf-Mghogha (Ar),Labo. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Tanger Assilah,Charf-Souani (Ar),Bni Makada,CSU,Centre de santé urbain
Tanger Assilah,Charf-Mghogha (Ar),Roi Fahd,CSU,Centre de santé urbain
Tanger Assilah,Charf-Mghogha (Ar),Place Des Arenes,CSU,Centre de santé urbain
Tanger Assilah,Charf-Souani (Ar),Souani,CSU,Centre de santé urbain
Tanger Assilah,Charf-Souani (Ar),Emsallah,CSU,Centre de santé urbain
Tanger Assilah,Charf-Souani (Ar),Hay Jadid,CSU,Centre de santé urbain
Tanger Assilah,Charf-Souani (Ar),Ben Dibane,CSU,Centre de santé urbain
Tanger Assilah,Charf-Souani (Ar),Branes,CSU,Centre de santé urbain
Tanger Assilah,Charf-Souani (Ar),Centre De Reference,CRPF,CRPF
Tanger Assilah,Bni Makada (Ar),Bni Ouriaghel,CSU,Centre de santé urbain
Tanger Assilah,Bni Makada (Ar),El Majd (1) (Aouama),CSU,Centre de santé urbain
Tanger Assilah,Bni Makada (Ar),Jirari,CSU,Centre de santé urbain
Tanger Assilah,Bni Makada (Ar),Bir Chifa,CSU,Centre de santé urbain
Tanger Assilah,Bni Makada (Ar),Al Amal (2),CSU,Centre de santé urbain
Tanger Assilah,Assilah,Merj Boutayeb,CSU,Centre de santé urbain
Tanger Assilah,Assilah,El Marsa,CSU,Centre de santé urbain
Tanger Assilah,Gueznaia,Gzenaya,CSUA,Centre de santé urbain avec module d'accouchement
Tanger Assilah,Dar Chaoui,Dar Chaoui,CSCA,Centre de santé communal avec module d'accouchement
Tanger Assilah,Azzinate,Zinate,CSC,Centre de santé communal
Tanger Assilah,Had Al Gharbia,Had Gharbia,CSCA,Centre de santé communal avec module d'accouchement
Tanger Assilah,Sahel Chamali,Mejlaou,CSC,Centre de santé communal
Tanger Assilah,Sidi Lyamani,Sidi Lyamani,CSCA,Centre de santé communal avec module d'accouchement
Tanger Assilah,Al Manzla,Barrage Elhachef,CSC,Centre de santé communal
Tanger Assilah,Aquouass Briech,Briech,CSC,Centre de santé communal
Tanger Assilah,Laaouama,Gouaret,CSC,Centre de santé communal
Tanger Assilah,Laaouama,El Mers,DR,Dispensaire Rural
Tanger Assilah,Tanger-Medina (Ar),Mesnana,CSU,Centre de santé urbain
Taounate,Taounate,Taounate,CSU,Centre de santé urbain
Taounate,Karia Ba Mohamed,Karia,CSUA,Centre de santé urbain avec module d'accouchement
Taounate,Ghafsai,Rhafsai,CSU,Centre de santé urbain
Taounate,Thar Es-Souk,Thar Es-Souk,CSUA,Centre de santé urbain avec module d'accouchement
Taounate,Tissa,Tissa,CSUA,Centre de santé urbain avec module d'accouchement
Taounate,Bouchabel,Bouchabel,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Jbabra,Jbabra,CSC,Centre de santé communal
Taounate,Sidi El Abed,Sidi El Abed (Rhrasla),CSC,Centre de santé communal
Taounate,Loulja,Oulja,CSC,Centre de santé communal
Taounate,Moulay Abdelkrim,My ABDELKRIM,CSC,Centre de santé communal
Taounate,Bni Snous,Bni Snous,CSC,Centre de santé communal
Taounate,Moulay Bouchta,Moulay Bouchta,CSC,Centre de santé communal
Taounate,Mkansa,Mkansa,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Mkansa,Dechra,DR,Dispensaire Rural
Taounate,Ghouazi,Rhouazi,CSC,Centre de santé communal
Taounate,Ghouazi,Draza,DR,Dispensaire Rural
Taounate,Galaz,Galaz,CSC,Centre de santé communal
Taounate,Galaz,Bab L'hamra (A. Zemezem),DR,Dispensaire Rural
Taounate,Ourtzagh,Ourtzarh,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Ourtzagh,Bab Zriba (Ain Bouchrik),DR,Dispensaire Rural
Taounate,Sidi Haj M'hamed,S.Haj M'hamed (Bab Mansoura),CSC,Centre de santé communal
Taounate,Ratba,Ratba,CSC,Centre de santé communal
Taounate,Ratba,Tainza,DR,Dispensaire Rural
Taounate,Ratba,Ouislane,DR,Dispensaire Rural
Taounate,El Bibane,El Bibane,CSC,Centre de santé communal
Taounate,Oudka,Oudka (Souk  El Had),CSC,Centre de santé communal
Taounate,Sidi Yahya  Bni Zeroual,Oulad Salah ( S.Yahia Bni Zeroual),CSC,Centre de santé communal
Taounate,Sidi Mokhfi,Sidi Mokhfi,CSC,Centre de santé communal
Taounate,Timezgana,Timzgana,CSC,Centre de santé communal
Taounate,Kissane,Kissane (Kallaline),CSC,Centre de santé communal
Taounate,Kissane,Fej Medina,DR,Dispensaire Rural
Taounate,Tabouda,Tabouda,CSC,Centre de santé communal
Taounate,Tafrant,Tafrant,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Ain Mediouna,Ain Mediouna,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Ain Mediouna,Zmamra(B.Selmane),DR,Dispensaire Rural
Taounate,Bni Oulid,Bni Oulid,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Bni Oulid,S. Boujmaa (Timedghass),DR,Dispensaire Rural
Taounate,Bni Oulid,Oued Louane,DR,Dispensaire Rural
Taounate,Bouadel,Bouadel Lemrouj,CSC,Centre de santé communal
Taounate,Bouadel,Bouadel Dahir,DR,Dispensaire Rural
Taounate,Bouhouda,Bouhouda,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Bouhouda,Ayechtoum,DR,Dispensaire Rural
Taounate,Bouhouda,Beni Berbere,DR,Dispensaire Rural
Taounate,Zrizer,Zrizer,CSC,Centre de santé communal
Taounate,Khlalfa,Khlalfa,CSC,Centre de santé communal
Taounate,Rghioua,Bab Ouender,CSC,Centre de santé communal
Taounate,Mezraoua,Oulad Tahar,CSC,Centre de santé communal
Taounate,Tamedit,Tamedit,CSC,Centre de santé communal
Taounate,Tamedit,Kodia,DR,Dispensaire Rural
Taounate,Tamedit,Dar Abkhti (Aouzay),DR,Dispensaire Rural
Taounate,Bni Ounjel Tafraout,S.Abderrahman,CSC,Centre de santé communal
Taounate,Fennassa Bab El Hit,Beni Ouenjel,CSC,Centre de santé communal
Taounate,Fennassa Bab El Hit,Hamata,DR,Dispensaire Rural
Taounate,El Bsabsa,El Bsabsa,CSC,Centre de santé communal
Taounate,Oued Jemaa,Oued Jemaa,CSC,Centre de santé communal
Taounate,Ras El Oued,Ras El Oued,CSC,Centre de santé communal
Taounate,Ras El Oued,Bratla,DR,Dispensaire Rural
Taounate,Sidi M'hamed  Ben Lahcen,S. M'hamed B. Lahcen (Gaada Rouichyine),CSC,Centre de santé communal
Taounate,Sidi M'hamed  Ben Lahcen,Hamoudiat,DR,Dispensaire Rural
Taounate,Ain Maatouf,Ain Maatouf (Ain Khmis),CSC,Centre de santé communal
Taounate,Ain Aicha,Ain Aicha,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Oulad Daoud,Oulad Daoud,CSC,Centre de santé communal
Taounate,Bouarouss,Bouarouss,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Bouarouss,Oulad Ali,DR,Dispensaire Rural
Taounate,Ain Legdah,Ain Legdah,CSCA,Centre de santé communal avec module d'accouchement
Taounate,Messassa,Messassa,CSC,Centre de santé communal
Taounate,Outabouabane,Outabouabane,CSC,Centre de santé communal
Taounate,Oulad Ayyad,Oulad Ayyad,CSC,Centre de santé communal
Taounate,Rghioua,El Onsar,DR,Dispensaire Rural
Taounate,Moulay Bouchta,Bridia,DR,Dispensaire Rural
Taounate,Timezgana,Kalaat B. Kacem,DR,Dispensaire Rural
Taourirt,Taourirt,Takaddoum (Halfa),CSU,Centre de santé urbain
Taourirt,Taourirt,Lamsalla ( *),CSU,Centre de santé urbain
Taourirt,El Aioun Sidi Mellouk,Sidi Mellouk,CSUA,Centre de santé urbain avec module d'accouchement
Taourirt,Debdou,Debdou,CSUA,Centre de santé urbain avec module d'accouchement
Taourirt,Gteter,Gteter   ,CSC,Centre de santé communal
Taourirt,Ahl Oued Za,Ahl Ouad Za,CSC,Centre de santé communal
Taourirt,Melg El Ouidane,Melg El Ouidane,CSC,Centre de santé communal
Taourirt,Mechraa Hammadi,Machraa  Hammadi,CSC,Centre de santé communal
Taourirt,Mestegmer,Mestegmer,CSC,Centre de santé communal
Taourirt,Tancherfi,Tancherfi,CSC,Centre de santé communal
Taourirt,Sidi Ali Belkassem,Beni Reiss,CSC,Centre de santé communal
Taourirt,Sidi Lahsen,Sidi Lahsen,CSCA,Centre de santé communal avec module d'accouchement
Taourirt,El Atef,El Atef,DR,Dispensaire Rural
Taourirt,Oulad M'hammed,Oulad M'hammed,CSC,Centre de santé communal
Taourirt,Taourirt,Moulay Ali Cherif,CSU,Centre de santé urbain
Taourirt,Taourirt,20 Aout,CSU,Centre de santé urbain
Taourirt,Gteter,Od Slimane,DR,Dispensaire Rural
Tarfaya,Tarfaya,Tarfaya,CSUA,Centre de santé urbain avec module d'accouchement
Tarfaya,Daoura,Daoura,DR,Dispensaire Rural
Tarfaya,C.R. El Hagounia,El Hagounia,DR,Dispensaire Rural
Tarfaya,Akhfennir,Akhfennir,DR,Dispensaire Rural
Tarfaya,C.R. Tah,Tah,CSC,Centre de santé communal
Taroudant,Taroudannt,Talmaklate,CSU,Centre de santé urbain
Taroudant,Taroudannt,Od BOUNOUNA,CSU,Centre de santé urbain
Taroudant,Taroudannt,M'haita,CSU,Centre de santé urbain
Taroudant,Oulad Teima,Oulad Teima,CSUA,Centre de santé urbain avec module d'accouchement
Taroudant,Oulad Teima,Essafa,CSU,Centre de santé urbain
Taroudant,Oulad Teima,Chrarda,CSU,Centre de santé urbain
Taroudant,Taliouine,Taliouine,CSUA,Centre de santé urbain avec module d'accouchement
Taroudant,Ait Iaaza,Ait Iaaza,CSUA,Centre de santé urbain avec module d'accouchement
Taroudant,El Guerdane,El Guerdane,CSUA,Centre de santé urbain avec module d'accouchement
Taroudant,Oulad Berhil,Ouled Berhil,CSUA,Centre de santé urbain avec module d'accouchement
Taroudant,Irherm,Ighrem,CSUA,Centre de santé urbain avec module d'accouchement
Taroudant,Ait Abdallah,A. Abdellah,CSCA,Centre de santé communal avec module d'accouchement
Taroudant,Toufelaazt,Toufelaazt,CSC,Centre de santé communal
Taroudant,Tabia,Tabia,CSC,Centre de santé communal
Taroudant,Toumliline,Imlil,CSC,Centre de santé communal
Taroudant,Imaouen,Aguerd Noualous(Tasserga),CSC,Centre de santé communal
Taroudant,Imaouen,Had Imaoune,DR,Dispensaire Rural
Taroudant,Tindine,Tindine,CSC,Centre de santé communal
Taroudant,Sidi Boaal,Anzergue,CSC,Centre de santé communal
Taroudant,Amalou,Tayert,CSC,Centre de santé communal
Taroudant,Tataoute,Indouzal,CSC,Centre de santé communal
Taroudant,Azaghar N'irs,Azaghar N'irs,CSC,Centre de santé communal
Taroudant,Azaghar N'irs,Ouastouane,DR,Dispensaire Rural
Taroudant,Azaghar N'irs,Tlat N'tlaghmine,DR,Dispensaire Rural
Taroudant,Tisfane,Jemaa Tafraout,CSC,Centre de santé communal
Taroudant,Nihit,Nihit,CSC,Centre de santé communal
Taroudant,Oualqadi,Oualqadi,CSC,Centre de santé communal
Taroudant,Imi N'tayart,Berguen,CSC,Centre de santé communal
Taroudant,Adar,Tignatine,CSCA,Centre de santé communal avec module d'accouchement
Taroudant,Argana,Argana,CSCA,Centre de santé communal avec module d'accouchement
Taroudant,Bigoudine,Bigoudine,CSC,Centre de santé communal
Taroudant,Bigoudine,Barrage,DR,Dispensaire Rural
Taroudant,Talmakante,Talmakante,CSC,Centre de santé communal
Taroudant,Imilmaiss,Tanoute,CSC,Centre de santé communal
Taroudant,Sidi Boumoussa,S.Boumoussa,CSC,Centre de santé communal
Taroudant,Issen,Tnine Od Teima,CSC,Centre de santé communal
Taroudant,Sidi Ahmed Ou Amar,S.A. Ou Aamar,CSC,Centre de santé communal
Taroudant,Lagfifat,Lagfifat,CSCA,Centre de santé communal avec module d'accouchement
Taroudant,Lagfifat,Sebt Lagfifat,DR,Dispensaire Rural
Taroudant,Sidi Moussa Lhamri,Brahim Roudani (Ait Hmida),CSC,Centre de santé communal
Taroudant,Eddir,D'kheila,CSC,Centre de santé communal
Taroudant,Ahl Ramel,Ksiba,CSC,Centre de santé communal
Taroudant,Ahl Ramel,El Aasla,DR,Dispensaire Rural
Taroudant,Assads,Assads,CSC,Centre de santé communal
Taroudant,Tidsi Nissendalene,Imighzer,CSC,Centre de santé communal
Taroudant,Tidsi Nissendalene,Tidsi,DR,Dispensaire Rural
Taroudant,Tidsi Nissendalene,Ait Ben Hawa,DR,Dispensaire Rural
Taroudant,El Koudia El Beida,El Koddia,CSC,Centre de santé communal
Taroudant,El Koudia El Beida,Boukhachba,DR,Dispensaire Rural
Taroudant,Lakhnafif,Lakhnafif,CSC,Centre de santé communal
Taroudant,Machraa El Ain,Machraa El Ain,CSC,Centre de santé communal
Taroudant,Machraa El Ain,Od MHALLA (AGAFAY),DR,Dispensaire Rural
Taroudant,Lamhadi,Ouled Rahou,CSC,Centre de santé communal
Taroudant,Ida Ou Moumen,Ahmer,CSC,Centre de santé communal
Taroudant,Ahmar Laglalcha,Bouida,CSCA,Centre de santé communal avec module d'accouchement
Taroudant,Zaouia Sidi Tahar,Zt. S.TAHER (DECHRA),CSC,Centre de santé communal
Taroudant,Zaouia Sidi Tahar,Sidi Moussa,DR,Dispensaire Rural
